Number,Date,Location,Infected,Recovered
2781,8.6.20,Chhattisgarh,1073,287
2782,8.6.20,Dadar Nagar Haveli,20,2
2783,8.6.20,Delhi,27654,11425
2784,8.6.20,Goa,300,65
2785,8.6.20,Gujarat,20070,14884
2786,8.6.20,Haryana,4448,2162
2787,8.6.20,Himachal Pradesh,413,229
2788,8.6.20,Jammu and Kashmir,4087,1257
2789,8.6.20,Jharkhand,1099,497
2790,8.6.20,Karnataka,5452,2193
2791,8.6.20,Kerala,1914,818
2792,8.6.20,Ladakh,103,51
2793,8.6.20,Madhya Pradesh,9401,6743
2794,8.6.20,Maharashtra,85975,42374
2795,8.6.20,Manipur,172,52
2796,8.6.20,Meghalaya,36,14
2797,8.6.20,Mizoram,34,1
2798,8.6.20,Nagaland,118,8
2799,8.6.20,Odisha,2856,1903
2800,8.6.20,Puducherry,99,36
2801,8.6.20,Punjab,2608,2157
2802,8.6.20,Rajasthan,10599,7881
2803,8.6.20,Sikkim,7,0
2804,8.6.20,Tamil Nadu,31667,17268
2805,8.6.20,Telengana,3580,1833
2806,8.6.20,Tripura,800,192
2807,8.6.20,Uttarakhand,1355,541
2808,8.6.20,Uttar Pradesh,10536,6460
2809,8.6.20,West Bengal,8187,3699
2810,8.6.20,Cases being reassigned to states,9189,0
2811,9.6.20,Andaman and Nicobar Islands,33,33
2812,9.6.20,Andhra Pradesh,4851,2820
2813,9.6.20,Arunachal Pradesh,51,1
2814,9.6.20,Assam,2776,669
2815,9.6.20,Bihar,5202,2530
2816,9.6.20,Chandigarh,317,278
2817,9.6.20,Chhattisgarh,1160,312
2818,9.6.20,Dadar Nagar Haveli,22,2
2819,9.6.20,Delhi,29943,12231
2820,9.6.20,Goa,330,67
2821,9.6.20,Gujarat,20545,15236
2822,9.6.20,Haryana,4854,2173
2823,9.6.20,Himachal Pradesh,421,232
2824,9.6.20,Jammu and Kashmir,4285,1369
2825,9.6.20,Jharkhand,1256,526
2826,9.6.20,Karnataka,5760,2583
2827,9.6.20,Kerala,2005,830
2828,9.6.20,Ladakh,103,53
2829,9.6.20,Madhya Pradesh,9638,6950
2830,9.6.20,Maharashtra,88528,44144
2831,9.6.20,Manipur,272,58
2832,9.6.20,Meghalaya,36,14
2833,9.6.20,Mizoram,42,1
2834,9.6.20,Nagaland,123,8
2835,9.6.20,Odisha,2994,2002
2836,9.6.20,Puducherry,127,52
2837,9.6.20,Punjab,2663,2181
2838,9.6.20,Rajasthan,10763,8250
2839,9.6.20,Sikkim,7,0
2840,9.6.20,Tamil Nadu,33229,17813
2841,9.6.20,Telengana,3650,1847
2842,9.6.20,Tripura,838,192
2843,9.6.20,Uttarakhand,1411,727
2844,9.6.20,Uttar Pradesh,10947,6627
2845,9.6.20,West Bengal,8613,3870
2846,9.6.20,Cases being reassigned to states,8803,0
2847,10.6.20,Andaman and Nicobar Islands,33,33
2848,10.6.20,Andhra Pradesh,5070,2879
2849,10.6.20,Arunachal Pradesh,57,1
2850,10.6.20,Assam,2937,1089
2851,10.6.20,Bihar,5459,2896
2852,10.6.20,Chandigarh,323,291
2853,10.6.20,Chhattisgarh,1240,392
2854,10.6.20,Dadar Nagar Haveli,22,2
2855,10.6.20,Delhi,31309,12766
2856,10.6.20,Goa,359,67
2857,10.6.20,Gujarat,21014,15678
2858,10.6.20,Haryana,5209,2179
2859,10.6.20,Himachal Pradesh,445,254
2860,10.6.20,Jammu and Kashmir,4346,1554
2861,10.6.20,Jharkhand,1411,567
2862,10.6.20,Karnataka,5921,2670
2863,10.6.20,Kerala,2096,864
2864,10.6.20,Ladakh,108,53
2865,10.6.20,Madhya Pradesh,9849,7149
2866,10.6.20,Maharashtra,90787,45927
2867,10.6.20,Manipur,304,61
2868,10.6.20,Meghalaya,43,14
2869,10.6.20,Mizoram,88,1
2870,10.6.20,Nagaland,127,10
2871,10.6.20,Odisha,3140,2142
2872,10.6.20,Puducherry,127,52
2873,10.6.20,Punjab,2719,2222
2874,10.6.20,Rajasthan,11245,8583
2875,10.6.20,Sikkim,13,0
2876,10.6.20,Tamil Nadu,34914,18632
2877,10.6.20,Telengana,3920,1957
2878,10.6.20,Tripura,864,193
2879,10.6.20,Uttarakhand,1537,768
2880,10.6.20,Uttar Pradesh,11335,6970
2881,10.6.20,West Bengal,8985,4035
2882,10.6.20,Cases being reassigned to states,9227,0
2883,11.6.20,Andaman and Nicobar Islands,34,33
2884,11.6.20,Andhra Pradesh,5269,2977
2885,11.6.20,Arunachal Pradesh,57,2
2886,11.6.20,Assam,3092,1253
2887,11.6.20,Bihar,5710,3104
2888,11.6.20,Chandigarh,327,291
2889,11.6.20,Chhattisgarh,1262,408
2890,11.6.20,Dadar Nagar Haveli,26,2
2891,11.6.20,Daman & Diu,2,0
2892,11.6.20,Delhi,32810,13229
2893,11.6.20,Goa,387,67
2894,11.6.20,Gujarat,21521,16082
2895,11.6.20,Haryana,5579,2240
2896,11.6.20,Himachal Pradesh,451,260
2897,11.6.20,Jammu and Kashmir,4507,1722
2898,11.6.20,Jharkhand,1489,600
2899,11.6.20,Karnataka,6041,2931
2900,11.6.20,Kerala,2161,923
2901,11.6.20,Ladakh,115,53
2902,11.6.20,Madhya Pradesh,10049,7319
2903,11.6.20,Maharashtra,94041,47955
2904,11.6.20,Manipur,311,63
2905,11.6.20,Meghalaya,44,14
2906,11.6.20,Mizoram,93,1
2907,11.6.20,Nagaland,128,22
2908,11.6.20,Odisha,3250,2291
2909,11.6.20,Puducherry,127,53
2910,11.6.20,Punjab,2805,2287
2911,11.6.20,Rajasthan,11600,8828
2912,11.6.20,Sikkim,13,0
2913,11.6.20,Tamil Nadu,36841,19659
2914,11.6.20,Telengana,4111,1973
2915,11.6.20,Tripura,895,240
2916,11.6.20,Uttarakhand,1562,846
2917,11.6.20,Uttar Pradesh,11610,7192
2918,11.6.20,West Bengal,9328,4211
2919,11.6.20,Cases being reassigned to states,8931,0
2920,12.6.20,Andaman and Nicobar Islands,38,33
2921,12.6.20,Andhra Pradesh,5429,3128
2922,12.6.20,Arunachal Pradesh,61,4
2923,12.6.20,Assam,3319,1438
2924,12.6.20,Bihar,5983,3302
2925,12.6.20,Chandigarh,332,291
2926,12.6.20,Chhattisgarh,1398,453
2927,12.6.20,Dadra and Nagar Haveli and Daman and Diu,30,2
2928,12.6.20,Delhi,34687,13816
2929,12.6.20,Goa,417,67
2930,12.6.20,Gujarat,22032,16486
2931,12.6.20,Haryana,5968,2324
2932,12.6.20,Himachal Pradesh,470,286
2933,12.6.20,Jammu and Kashmir,4574,1872
2934,12.6.20,Jharkhand,1599,638
2935,12.6.20,Karnataka,6245,3049
2936,12.6.20,Kerala,2244,986
2937,12.6.20,Ladakh,135,55
2938,12.6.20,Madhya Pradesh,10241,7473
2939,12.6.20,Maharashtra,97648,49668
2940,12.6.20,Manipur,366,73
2941,12.6.20,Meghalaya,44,19
2942,12.6.20,Mizoram,102,1
2943,12.6.20,Nagaland,128,22
2944,12.6.20,Odisha,3386,2363
2945,12.6.20,Puducherry,157,69
2946,12.6.20,Punjab,2887,2318
2947,12.6.20,Rajasthan,11838,9040
2948,12.6.20,Sikkim,14,2
2949,12.6.20,Tamil Nadu,38716,21054
2950,12.6.20,Telangana,4320,2158
2951,12.6.20,Tripura,913,279
2952,12.6.20,Uttarakhand,1643,857
2953,12.6.20,Uttar Pradesh,12088,7637
2954,12.6.20,West Bengal,9768,4430
2955,12.6.20,Cases being reassigned to states,8315,0
2956,13.6.20,Andaman and Nicobar Islands,38,33
2957,13.6.20,Andhra Pradesh,5680,3185
2958,13.6.20,Arunachal Pradesh,67,4
2959,13.6.20,Assam,3498,1545
2960,13.6.20,Bihar,6103,3623
2961,13.6.20,Chandigarh,334,291
2962,13.6.20,Chhattisgarh,1429,556
2963,13.6.20,Dadra and Nagar Haveli and Daman and Diu,30,2
2964,13.6.20,Delhi,36824,14612
2965,13.6.20,Goa,463,69
2966,13.6.20,Gujarat,22527,16908
2967,13.6.20,Haryana,6334,2545
2968,13.6.20,Himachal Pradesh,486,303
2969,13.6.20,Jammu and Kashmir,4730,2139
2970,13.6.20,Jharkhand,1617,680
2971,13.6.20,Karnataka,6516,3519
2972,13.6.20,Kerala,2322,1019
2973,13.6.20,Ladakh,239,63
2974,13.6.20,Madhya Pradesh,10443,7641
2975,13.6.20,Maharashtra,101141,51513
2976,13.6.20,Manipur,385,77
2977,13.6.20,Meghalaya,44,23
2978,13.6.20,Mizoram,104,1
2979,13.6.20,Nagaland,156,49
2980,13.6.20,Odisha,3498,2484
2981,13.6.20,Puducherry,157,69
2982,13.6.20,Punjab,2986,2345
2983,13.6.20,Rajasthan,12068,9170
2984,13.6.20,Sikkim,63,2
2985,13.6.20,Tamil Nadu,40698,22414
2986,13.6.20,Telangana,4484,2452
2987,13.6.20,Tripura,961,279
2988,13.6.20,Uttarakhand,1724,968
2989,13.6.20,Uttar Pradesh,12616,7974
2990,13.6.20,West Bengal,10244,4657
2991,13.6.20,Cases being reassigned to states,7984,0
2992,14.6.20,Andaman and Nicobar Islands,38,33
2993,14.6.20,Andhra Pradesh,5965,3277
2994,14.6.20,Arunachal Pradesh,87,4
2995,14.6.20,Assam,3718,1592
2996,14.6.20,Bihar,6290,3995
2997,14.6.20,Chandigarh,345,291
2998,14.6.20,Chhattisgarh,1512,637
2999,14.6.20,Dadra and Nagar Haveli and Daman and Diu,35,2
3000,14.6.20,Delhi,38958,16216
3001,14.6.20,Goa,523,70
3002,14.6.20,Gujarat,23038,17331
3003,14.6.20,Haryana,6749,2881
3004,14.6.20,Himachal Pradesh,502,319
3005,14.6.20,Jammu and Kashmir,4878,2324
3006,14.6.20,Jharkhand,1711,824
3007,14.6.20,Karnataka,6824,3729
3008,14.6.20,Kerala,2407,1065
3009,14.6.20,Ladakh,437,69
3010,14.6.20,Madhya Pradesh,10641,7824
3011,14.6.20,Maharashtra,104568,53176
3012,14.6.20,Manipur,449,91
3013,14.6.20,Meghalaya,44,23
3014,14.6.20,Mizoram,107,1
3015,14.6.20,Nagaland,163,76
3016,14.6.20,Odisha,3723,2604
3017,14.6.20,Puducherry,176,84
3018,14.6.20,Punjab,3063,2392
3019,14.6.20,Rajasthan,12401,9619
3020,14.6.20,Sikkim,63,4
3021,14.6.20,Tamil Nadu,42687,23806
3022,14.6.20,Telangana,4737,2534
3023,14.6.20,Tripura,1046,316
3024,14.6.20,Uttarakhand,1785,1100
3025,14.6.20,Uttar Pradesh,13118,8260
3026,14.6.20,West Bengal,10698,5005
3027,14.6.20,Cases being reassigned to states,7436,0
3028,15.6.20,Andaman and Nicobar Islands,38,33
3029,15.6.20,Andhra Pradesh,6163,3398
3030,15.6.20,Arunachal Pradesh,91,7
3031,15.6.20,Assam,4049,1968
3032,15.6.20,Bihar,6470,4209
3033,15.6.20,Chandigarh,352,298
3034,15.6.20,Chhattisgarh,1662,771
3035,15.6.20,Dadra and Nagar Haveli and Daman and Diu,36,2
